ID,B,Br_1,Br_1,C_1,C_2,C_3,C_4,Cl_1,Cl_2,Cl_3,F_1,F_2,H_1,H_2,I_1,I_2,I_3,N_1,N_2,N_3,N_4,O_1,O_2,O_3,P_1,P_2,P_3,S_1,S_2,S_3,S_4,Si_1,Si_2
QEBHOX_FSR,0,0,0,0,7.658,4.786,1.436,0,0,0,0,0,211.301,12.429,0,0,0,0,1.53,0,0,0,221.18,0,0,0,0,0,0,0,0,0,0
LACJIL_FSR,0,0,0,0,130.004,43.335,32.501,0,0,0,0,0,141.52,0,0,0,0,0,0,0,0,0,105.92,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o11_o18_pcu_sym_36,0,0,0,0,65.328,77.206,23.756,0,0,0,0,0,31.284,3.476,0,121.38,121.38,0,0.53,0,0,0,9.34,0,0,0,0,0,0,0,0,0,0
MARBIT_FSR,0,0,0,0,334.787,167.393,251.09,0,0,0,0,0,97.417,32.472,0,0,0,0,63.45,0,0,0,317.44,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o29_pcu_sym_66,0,0,0,0,159.565,142.315,34.501,0,0,0,0,245.28,497.76,0,0,0,0,0,0,0,0,0,139.302,92.868,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof6_B-irmof7_B_No3,0,0,0,0,182.405,91.203,60.802,0,0,0,0,137.88,185.125,37.025,0,0,0,0,0,0,0,0.196,0.784,0,0,0,0,0,0,0,0,0,0
core_BASJUB_freeONLY,0,0,0,0,140.28,110.22,40.08,79.46,0,0,0,0,430.19,0,0,0,0,0,0,0,0,0,164.19,164.19,0,0,0,0,0,0,0,0,0
KINFEU_FSR,0,0,0,0,189.496,9.475,56.849,0,0,0,0,0,74.344,7.826,0,0,0,0,0,0,0,0,68.13,0,0,0,0,0,0,0,0,0,0
core_AKUKUO_freeONLY,0,0,0,0,211.306,147.914,0,0,0,0,0,0,167.435,22.325,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o10_o23_pcu_sym_20,0,0,0,0,104.751,28.568,38.091,0,0,0,0,0,79.71,26.57,0,0,0,0,4.593,0,9.187,0,278.682,247.718,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No313,0,0,0,0,240.08,129.274,110.806,0,0,0,0,0,33.959,373.551,0,0,0,49.86,0,0,0,12.956,38.869,16.195,0,0,0,0,290.11,0,0,0,0
core_CUVGOQ_freeONLY,0,0,0,0,388.695,310.956,77.739,0,0,0,0,0,442.05,0,0,0,0,12.677,25.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core_EBOBIJ_freeONLY,0,0,0,0,455.055,341.291,113.764,0,0,0,0,0,361.09,0,0,0,0,0,0,0,0,0,179.04,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-BDC_B-irmof7_B_No693,0,0,0,0,150.32,90.192,60.128,0,0,0,0,0,51.456,34.304,0,0,0,0,0,0,0,33.766,135.065,101.299,0,0,0,0,0,0,0,0,0
NOFMIG01_FSR,0,0,0,0,41.504,13.835,8.301,0,0,0,0,0,151.575,10.105,0,0,0,0,0,0,0,0,3.405,1.135,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o1_o4_pcu_sym_132,0,0,462.05,0,193.75,116.25,116.25,0,0,0,0,160.49,81.02,0,0,0,0,0,0,0,0,0,13.43,0,0,0,0,0,0,0,0,0,0
FITFIA_FSR,0,0,0,0,36.792,27.594,27.594,0,0,0,0,0,146.527,65.123,0,0,0,2.01,8.04,0,0,0,322.81,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No228,0,0,163.61,0,242.92,130.803,112.117,0,0,0,0,0,84.995,132.215,0,0,0,17.23,0,0,0,0.037,0.112,0,0,0,0,0,418.86,0,0,0,0
boydwoo_str_m3_o4_o14_pcu_sym_124,0,0,243.37,0,162.04,115.743,46.297,0,0,0,0,0,249.53,0,0,0,0,0,0,0,0,0,131.768,32.942,0,0,0,0,0,0,0,0,0
core_MAFDII_SL,0,0,0,0,413.779,82.756,82.756,0,0,0,0,0,260.88,32.61,0,0,0,0,0,0,0,28.713,114.853,28.713,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No300,0,0,0,0,244.795,131.813,112.982,0,122.71,0,0,0,65.447,229.063,0,0,0,0,0,0,0,11.941,35.823,14.926,0,0,0,0,286.36,0,0,0,0
FUNBAS_FSR,0,0,0,0,220.705,118.841,33.955,0,0,0,0,0,428.58,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No121,0,0,0,0,244.385,131.592,112.793,0,215.34,0,0,0,69.252,118.718,0,0,0,54.82,0,0,0,0,0,0,0,0,0,0,366.06,0,0,0,0
UWUTIQ_FSR,0,0,0,0,528.375,211.35,105.675,0,0,0,0,0,568.22,0,0,0,0,0,2.35,0,0,0,25.95,0,0,0,0,0,0,0,0,0,0
core_GARQAU_freeONLY,0,0,0,33.913,101.74,50.87,16.957,0,0,0,0,0,360.336,36.034,0,0,0,0,40.94,0,0,0,56.72,0,0,0,0,0,0,0,0,0,0
core_KALFEK_freeONLY,0,0,0,0,442.038,221.019,73.673,0,0,0,0,0,528.276,37.734,0,0,0,0,0,0,0,0,30.59,0,0,0,0,0,0,0,0,0,0
SODZIV_FSR,0,0,0,0,23.249,19.928,6.643,0,0,0,0,0,338.399,26.031,0,0,0,0,0,0,0,0,97.42,0,0,0,0,0,0,0,0,0,0
FANPAO_FSR,0,0,0,0,483.422,96.684,290.053,0,0,0,0,0,35.556,23.704,0,0,0,0,71.344,30.576,0,0,422.45,0,0,0,0,0,0,0,0,0,0
core_AKEDIF_freeONLY,0,0,0,0,269.364,119.717,29.929,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,60.06,0,0,0,0,0,0,0,0,0,0
CATDEH_FSR,0,0,0,0,18.274,11.246,0,0,0,0,0,0,316.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o9_pcu_sym_200,0,0,0,0,121.851,69.629,23.21,0,0,0,0,0,722.36,0,0,0,0,0,46.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEFXIQ_FSR,0,0,0,0,376.117,75.223,0,0,0,0,0,0,409.998,117.142,0,0,0,0,1.1,0,0,0,221.94,0,0,0,0,0,0,0,1.11,0,0
gmof_Uio66Zr-irmof10_A_No5,0,0,0,0,560.383,280.191,140.096,0,1397.68,0,0,0,104.418,11.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XUZVUL_FSR,0,0,0,6.025,7.531,7.531,3.013,0,0,0,0,0,44.57,0,0,0,0,0,0,0,0,0,77.427,38.713,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o1_o17_pcu_sym_149,0,0,0,0,563.845,845.767,187.948,0,0,0,0,0,361.18,0,0,0,0,0,1248.57,0,0,0,60.94,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o1_o10_pcu_sym_121,0,0,0,0,177.271,132.953,88.636,0,0,0,0,645.2,210.69,0,0,0,0,0,5.13,0,0,0,114.336,28.584,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof10_A-irmof12_A_No5,0,0,0,0,558.456,257.749,128.875,0,1103.22,0,0,0,360.944,34.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o14_o21_pcu_sym_152,0,0,0,0,94.654,66.815,22.272,0,0,0,0,0,181.526,50.424,0,27.188,135.942,0,31.82,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0
core_REZVAU_freeONLY,0,0,0,0,164.364,246.546,0,0,0,0,0,0,148.714,24.786,0,0,0,0,0,0,0,0,164.61,0,0,0,0,0,0,0,0.25,0,0
core_JUYROM_freeONLY,0,0,0,0,466.48,362.818,103.662,0,0,0,0,0,606.705,55.155,0,0,0,0,0,0,0,0,30.56,0,0,0,0,0,0,0,0,0,0
NOZZUZ_FSR,0,0,0,0,531.034,0,88.506,0,0,0,0,0,458.68,0,0,0,0,0,0,0,0,0,362.29,0,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_1TrU_Ch_1DoU_Ch_2x2x2,0,0,0,0,550.665,157.333,157.333,0,0,0,0,0,204.39,45.42,0,0,0,0,0,13.48,0,87.395,262.185,0,0,0,0,0,0,0,0,0,0
UDAFOX_FSR,0,0,0,0,285.96,186.974,21.997,0,0,0,0,0,403.43,0,0,0,0,0,0,0,0,0,33.96,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o12_o15_pcu_sym_107,0,0,0,33.758,135.034,202.551,67.517,0,0,0,0,568.5,386.892,77.378,0,0,0,0,0.92,0,0,0,114.87,0,0,0,0,0,0,0,0,0,0
TITBIJ_FSR,0,0,0,0,358.356,179.178,59.726,0,0,0,0,0,274.26,45.71,0,0,0,0,0,0,0,0,26.12,0,0,0,0,0,0,0,0,0,0
XEJVOZ_FSR,0,0,0,0,10.766,21.532,21.532,0,0,0,0,0,0,0,0,0,0,0,41.93,0,0,0,16.93,0,0,0,0,0,0,0,0,0,0
PIHWAG_FSR,0,0,0,0,59.309,13.955,10.466,0,0,0,0,0,327.85,0,0,0,0,0,0,0,0,0,47.16,0,0,0,0,0,39,0,0,0,0
PUPJEQ_FSR,0,0,0,17.345,86.726,43.363,17.345,0,0,0,0,0,17.836,3.964,0,0,0,0,0,0,0,0,232.343,77.448,0,0,0,0,0,0,0,0,0
UKUBIM_FSR,0,0,0,0,305.53,330.99,0,0,0,0,0,0,417.58,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof10_A-irmof14_A_No156,0,0,0,0,541.004,315.585,135.251,0,1202.93,0,0,0,78.786,8.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLSUO_FSR,0,0,0,0,423.018,282.012,211.509,0,0,0,0,0,633.168,90.453,0,0,0,0,0,0,0,0,376.35,0,0,0,0,0,0,0,0,0,0
core_PIJROR_freeONLY,0,0,0,0,63.481,14.937,11.203,0,0,0,0,0,358.67,0,0,0,0,0,0,0,0,0,44.35,0,0,0,0,0,48.2,0,0,0,0
boydwoo_str_m1_o15_o19_pcu_sym_50,0,0,0,0,113.19,145.53,48.51,0,0,0,0,435.14,0,0,0,0,0,0,0,0,24.34,32.754,393.054,524.072,0,0,0,0,0,0,0,0,0
core_XEGKUR_freeONLY,0,0,0,0,34.226,40.449,9.334,0,0,0,0,0,104,0,0,0,0,0,1.964,1.964,11.783,0,185.048,277.572,0,0,0,0,0,0,0,0,0
XEVNER_FSR,0,0,0,0,233.028,186.422,0,0,0,0,0,0,235.06,0,0,0,0,0,0.267,0,0.133,0,150.77,0,0,0,0,0,114.73,0,0,0,0
FIDFEG_FSR,0,0,0,0,119.176,77.464,0,0,0,0,0,0,108.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn4O13-BDC_A-NiC4_No24,0,0,0,0,56.91,113.82,56.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.056,432.668,865.336,0,0,0,0,0,0,0,0,0
KEWZOD_FSR,0,0,0,0,714.816,500.371,142.963,0,0,0,0,0,821.77,0,0,0,0,0,0,0,0,0,82.6,0,0,0,0,0,0,0,0,0,0
core_KIPJUQ_freeONLY,0,0,0,0,7.521,1.367,4.102,0,0,0,0,11.44,23.91,23.91,0,0,0,0,0,0,0,30.404,81.076,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_98_1,0,0,0,0,149.902,42.829,42.829,0,0,0,0,0,1177.23,0,0,0,0,0,0,0,0,14.642,175.708,0,0,0,0,0,0,0,0,0,0
core_CURBOH_freeONLY,0,0,0,0,182.723,365.447,0,0,0,0,0,0,242.07,0,402.1,0,0,0,65.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof7_B_No1,0,0,0,0,243.953,60.988,60.988,0,0,0,0,0,247.517,41.253,0,0,0,0,0,0,0,1.272,5.088,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o5_o29_sra_sym_81,0,0,0,0,95.023,39.593,31.674,0,0,0,0,0.19,148.969,21.281,0,0,0,0,0,0,0,4.1,24.6,0,0,0,0,0,0,0,0,0,0
HAYYOY_FSR,0,0,0,0,61.403,184.208,0,0,8.29,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,567.45,0,0,0,0,0,0,0,0,0
MUJKAF_FSR,0,0,0,0,325.242,325.242,72.276,0,0,0,0,0,662.816,241.024,0,0,0,59.273,296.364,59.273,0,0,40.47,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o19_o23_sra_sym_69,0,0,0,0,417.414,139.138,79.507,0,0,0,0,0,720.782,72.078,0,0,0,0,0,0,0,6.884,27.536,0,0,0,0,0,0,0,0,0,0
QOMFEE_FSR,0,0,0,0,380.573,304.458,152.229,0,0,0,0,0,672.391,84.049,0,0,0,0,4.83,0,0,0,324.95,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_1401_2,0,0,0,0,202.147,183.77,110.262,0,0,0,0,0,239.02,0,0,0,0,0,205.44,68.48,0,38.96,467.52,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No77,0,0,0,0,323.678,80.919,107.893,0,197.1,0,0,0,194.582,35.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.62,0,0,0,0
IXAJUN_FSR,0,0,0,0,411.718,235.268,117.634,0,0,0,0,0,344.24,0,0,0,0,0,11.06,0,0,0,103.19,0,0,0,0,0,0,0,0,0,0
core_GAWLIB_freeONLY,0,0,0,0,0.648,0.118,0.354,0,0,0,0,6.29,32.27,32.27,0,0,0,0,0,0,0,23.637,63.033,0,0,0,0,0,0,0,0,0,0
core_CAYSIE_freeONLY,0,0,0,0,19.02,19.02,0,0,0,0,0,0,286.97,0,0,0,0,0,116.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o28_pcu_sym_184,0,0,0,0,128.073,77.439,23.828,0,0,0,0,0,376.95,0,0,0,0,0,0,0,0,0,74.602,43.518,0,0,0,0,0,0,0,0,0
ULAFEU_FSR,0,0,0,0,388.556,139.88,31.084,0,0,0,0,0,387.19,0,0,0,0,0,35.291,26.469,0,0,13.87,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o22_o22_sra_sym_66,0,0,0,0,34.47,11.49,11.49,0,109.53,0,0,0,221.577,20.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o5_o17_pcu_sym_88,0,0,0,0,430.291,195.587,117.352,0,0,0,0,0,718.729,89.841,0,0,0,0,98.52,0,0,44.79,537.48,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o12_o16_pcu_sym_87,0,0,441.06,0,90.492,90.492,36.197,0,0,0,0,0,125.3,187.95,0,0,0,63.727,31.863,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0
RITDAB_FSR,0,0,0,0,194.217,291.325,97.108,0,0,0,0,0,68.71,0,0,0,0,0,0,0,0,0,14.56,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof20_B-irmof7_B_No168,0,0,0,0,43.112,43.112,21.556,0,421.83,0,0,0,0,0,0,0,0,0,0,0,0,0.518,2.072,0,0,0,0,0,11.03,0,0,0,0
gmof_AlO6-mof177-N_No2,0,0,693.87,0,2.749,1.374,0.687,0,0,0,0,0,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-BDC_B-irmof7_B_No4,0,0,0,0,272.916,62.98,83.974,0,111.88,0,0,0,250.306,55.624,0,0,0,0,0,0,0,4.42,17.68,0,0,0,0,0,0,0,0,0,0
core_POYPAW_freeONLY,0,0,0,0,285.045,210.685,0,58.49,0,0,0,0,551.41,0,0,0,0,0,8.624,2.156,0,0,0,0,0,0,0,0,0,0,0,0,0
SOZHOG_FSR,0,0,0,0,319.367,266.139,159.684,0,0,0,0,0,188.711,26.959,0,0,0,0,20.67,0,0,0,108.09,0,0,0,0,0,0,0,0,0,0
YURHOL_FSR,0,0,0,0,24.384,15.006,0,0,0,0,0,0,325.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-BDC_B-fum_B_No92,0,0,0,0,192.35,192.35,192.35,0,0,0,0,257.47,15.473,30.947,0,0,0,0,0,0,0,18.653,74.613,18.653,0,0,0,0,0,0,0,0,0
QEBGAH_FSR,0,0,0,0,164.34,131.472,32.868,0,0,0,0,0,246.08,15.38,0,0,0,0,5.59,0,0,0,103.4,0,0,0,0,0,0,0,0,0,0
AFOVAT_FSR,0,0,0,0,374.305,74.861,99.815,0,0,0,0,0,231.493,17.807,0,0,0,0,0,0,0,0,261.63,0,0,0,0,0,0,0,0,0,0
VOCXUH_FSR,0,0,0,0,752.526,451.516,225.758,0,0,0,0,0,853.27,0,0,0,0,0,0,0,0,0,270.82,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o14_o28_pcu_sym_258,0,0,0,0,448.327,241.407,137.947,0,240.442,80.147,0,0,529.55,0,0,0,0,0,7.4,0,0,0,451.74,0,0,0,0,0,0,0,0,0,0
MAQBAK_FSR,0,0,0,0,365.228,219.137,73.046,0,0,0,0,0,998.3,0,0,0,0,0,0,0,0,7.978,95.736,95.736,0,0,0,0,0,0,0,0,0
UXABUR_FSR,0,0,0,0,0,0,0,0,0,0,0,0,52.04,52.04,0,0,0,0,0,0,0,17.084,59.796,0,0,0,0,0,0,0,0,0,0
core_MIXYID_freeONLY,0,0,0,0,439.541,119.875,119.875,0,0,0,0,0,473.19,0,0,0,0,0,0,0,0,0,204.33,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177-N_No14,0,0,0,0,0.611,0.306,0.153,0,0,0,0,0,7.37,0,0,0,0,0,0,0,0,0,289.045,289.045,0,0,0,0,0,0,0,0,0
core_CUYWUP_freeONLY,0,0,0,0,484.778,100.995,80.796,0,0,0,0,0,259.191,43.199,0,0,0,0,0,0,0,0,22.929,9.171,0,0,0,0,0,0,0,0,0
TEBYIK_FSR,0,0,0,0,152.228,83.034,27.678,0,0,0,0,0,329.9,0,0,0,0,0,0,0,0,0,47.64,11.91,0,0,0,0,0,0,0,0,0
AFOVOH_FSR,0,0,0,0,358.923,71.785,95.713,0,0,0,0,0,236.804,18.216,0,0,0,0,0,0,0,0,284.53,0,0,0,0,0,0,0,0,0,0
SOFKOQ_FSR,0,0,0,21.887,87.55,131.325,21.887,0,0,0,0,0,90.24,0,0,0,0,0,127.25,0,0,0,23.1,0,0,0,0,0,234.61,0,0,0,0
boydwoo_str_m1_o24_o24_pcu_sym_153,0,0,0,31.165,81.029,81.029,37.398,0,0,0,0,0,1339.934,309.216,0,0,0,0,0,0,0,17.451,314.119,0,0,0,0,0,0,0,0,0,0
EMAMUC_FSR,0,0,0,0,16.425,12.319,4.106,0,0,0,0,0,91.117,30.372,0,0,0,0,0,0,0,0,55.5,0,0,0,0,0,0,0,0,0,0
core_HEGNUD_freeONLY,0,0,0,0,6.556,3.934,0,0,0,0,0,0,82.997,51.873,0,0,0,0,0,0,0,24.4,53.68,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-AZO_B-fum_B_No10,0,0,0,0,704.411,281.764,281.764,0,0,0,0,0,259.966,194.974,0,0,0,95.155,95.155,0,0,5.806,23.224,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o4_o14_pcu_sym_100,0,0,411.75,0,195.995,145.739,60.306,0,0,0,0,0,762.05,0,0,0,0,0,0,0,0,5.616,67.395,16.849,0,0,0,0,0,0,0,0,0
CIJBEE_FSR,0,0,0,0,109.768,164.652,137.21,0,0,0,0,0,381.058,34.642,0,0,0,0,0,0,0,6.114,61.136,0,0,0,0,0,0,0,0,0,0
core_KIPKEB_freeONLY,0,0,0,0,9.385,1.706,5.119,0,0,0,0,13.49,29.725,29.725,0,0,0,0,0,0,0,15.942,115.578,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o22_pcu_sym_48,0,0,0,0,216.86,139.41,61.96,0,0,0,0,0,1084.02,0,0,0,0,0,0.27,0,0,0,156.942,19.618,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o5_o24_pcu_sym_109,0,0,0,0,575.209,191.736,287.605,0,0,0,0,0,888.13,0,0,0,0,0,0,0,0,39.788,477.459,159.153,0,0,0,0,0,0,0,0,0
SEQGUR_FSR,0,0,0,0,113.353,170.029,28.338,0,0,0,0,0,275.224,68.806,0,0,0,0,0,0,0,0,224.49,0,0,0,0,0,0,0,0,0,0
VUWXUJ01_FSR,0,0,0,39.791,179.061,79.583,119.374,0,0,0,0,0,769.474,128.246,0,0,0,0,58.54,0,0,0,134.78,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o9_o11_pcu_sym_64,0,0,0,0,397.586,198.793,91.751,0,0,0,0,0,945.45,0,0,0,0,0,42.26,0,0,9.902,118.823,24.755,0,0,0,0,0,0,0,0,0
RITDEF_FSR,0,0,0,0,188.377,282.565,94.188,0,0,0,0,0,148.92,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0
APAZIC_FSR,0,0,0,0,468.953,156.318,78.159,0,0,0,0,0,643.105,171.495,0,0,0,0,0,0,0,0,261.91,0,0,0,0,0,0,0,0,0,0
core_KALGAH_freeONLY,0,0,0,0,413.724,206.862,68.954,0,0,0,0,0,545.79,0,0,0,0,0,0,0,0,0,26.37,0,0,0,0,0,0,0,0,0,0
UMAQAC_FSR,0,0,0,0,100.897,151.345,50.448,0,0,0,0,0,25.95,0,0,0,0,0,0,0,0,0,52.61,0,0,0,0,0,0,0,0,0,0
TUJDEJ_FSR,0,0,0,0,49.364,14.809,4.936,0,0,0,0,0,275.052,21.158,0,0,0,0,0,0,0,0,44.55,0,0,0,0,0,0,0,0,0,0
SATCEX_FSR,0,0,0,0,51.027,102.053,0,0,0,0,0,0,93.59,0,0,0,0,0,61.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIDDIE_FSR,0,0,0,0,432.295,185.269,61.756,0,0,0,0,0,696.05,0,0,0,0,0,21.333,10.667,0,0,125.8,25.16,0,0,0,0,0,0,0,0,0
CEVGIW_FSR,0,0,0,0,116.383,232.767,0,0,0,0,89.27,0,67.75,0,0,0,0,0,10.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UXABOL_FSR,0,0,0,0,0,0,0,0,0,0,0,0,38.01,38.01,0,0,0,0,0,0,0,19.037,38.073,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof20_A-irmof8_A_No297,0,0,0,17.588,246.235,123.118,105.529,0,0,0,0,0,197.56,197.56,0,0,0,0,0,0,0,12.787,38.36,15.983,0,0,0,0,286.1,0,0,0,0
MARJEW_FSR,0,0,0,0,197.014,0,32.836,0,0,0,0,0,32.82,32.82,0,0,0,0,0,0,0,2.121,4.949,0,0,0,0,0,0,0,0,0,0
PEPLOM_FSR,0,0,0,0,191.46,0,63.82,0,0,0,0,0,69.26,0,0,0,0,0,0,0,0,0,315.06,0,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Hf_1_Ch_1TrU_Ch_1B_4H_Ch_2x2x2,0,0,0,0,454.449,170.418,113.612,0,0,0,0,0,291.034,48.506,0,0,0,0,7.82,0,0,54.528,163.583,0,0,0,0,0,0,0,0,0,0
SIXWIH_FSR,0,0,0,75.622,567.162,189.054,113.432,0,0,0,0,0,684.19,0,0,0,0,0,0,0,0,12.015,144.175,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof10_A-irmof14_A_No5,0,0,0,0,619.239,322.004,148.617,0,1121.32,0,0,0,226.471,23.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVONOS_FSR,0,0,0,0,132.272,66.136,132.272,0,0,0,0,0,0,0,0,0,0,0,102.42,0,0,0,172.19,0,0,0,0,0,0,0,0,0,0
core_DAWBIO_freeONLY,0,0,0,0,66.75,89,44.5,0,0,0,0,0,182.45,0,0,0,0,0,109.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAXNEK_FSR,0,0,0,0,3.353,5.587,0,0,0,0,0,0,225.25,90.1,0,0,0,0,0,0,0,0,106.273,53.137,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof7_A-irmof8_A_No298,0,0,0,34.886,279.092,209.319,69.773,0,0,0,0,399.16,451.21,0,0,0,0,0,2.73,0,0,0,34.81,0,0,0,0,0,0,0,0,0,0
RIXBIK_FSR,0,0,0,0,206.013,112.371,37.457,0,0,0,0,0,149.932,32.128,0,0,0,0,0,0,0,0,104.43,0,0,0,0,0,0,0,4.9,0,0
boydwoo_str_m3_o12_o22_pcu_sym_155,0,0,0,0,343.391,124.869,124.869,0,0,0,0,0,1961.382,196.138,0,0,0,0,36.04,0,0,0,87.23,0,0,0,0,0,0,0,0,0,0
FENHIS_FSR,0,0,0,0,215.269,143.513,47.838,0,0,0,0,0,932.78,0,0,0,0,0,0,0,0,0,619.13,0,0,0,0,0,0,0,0,0,0
pyrene_KEQJEX,0,0,0,0,113.283,60.999,17.428,0,0,0,0,0,326.463,59.357,0,0,0,0,0,0,0,0,149.71,0,0,0,0,0,0,0,0,0,0
core_JUCGUL_freeONLY,0,0,0,0,260.32,122.504,30.626,0,0,0,0,0,602.85,0,0,0,0,0,0,0,0,0,65.27,0,0,0,0,0,0,0,0,0,0
FEXCES_FSR,0,0,0,0,323.448,184.828,92.414,0,0,0,0,0,88.305,37.845,0,0,0,0,0,0,0,0,135.83,0,0,0,0,0,0,0,0,0,0
FEQSIF_FSR,0,0,0,0,480.519,100.108,160.173,0,0,0,0,0,270.305,270.305,0,0,0,0,0,0,0,58.371,700.448,116.741,0,0,0,0,0,0,0,0,0
UHOMEL_FSR,0,0,0,0,35.511,31.072,13.317,0,0,0,0,0,184.892,36.978,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o24_o25_pcu_sym_97,0,0,0,0,215.22,95.653,47.827,0,0,0,0,388.86,1300.733,433.577,0,0,0,0,0,0,0,0,605.79,0,0,0,0,0,0,0,0,0,0
HOQMIL01_FSR,0,0,0,0,309.295,68.732,68.732,0,0,0,0,0,274.37,0,0,0,0,0,0,0,0,0,8.42,0,0,0,0,0,0,0,0,0,0
core_DAWBUA_freeONLY,0,0,0,0,121.392,121.392,60.696,0,0,0,0,0,229.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKIRIK_FSR,0,0,0,0,252.855,168.57,28.095,0,0,0,0,0,325.53,0,0,0,0,0,0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0
AYOXUJ_FSR,0,0,0,0,44.667,26.8,8.933,0,0,0,0,0,115.912,28.978,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
HIFWAV_FSR,0,0,0,0,183.175,83.955,0,0,0,0,0,0,308.04,0,0,0,0,0,9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-fum_B_No78,0,0,0,0,463.475,278.085,185.39,0,623.02,0,0,97.27,172.275,57.425,0,0,0,0,0,0,0,2.422,9.688,0,0,0,0,0,0,0,0,0,0
